t,x,y,yaw,dist
4.7008,2.53452,4.2003,-1.22413,8.46283
4.722,2.5357,4.1959,-1.21929,8.46295
4.7412,2.53691,4.1915,-1.21446,8.46305
4.7605,2.53781,4.18852,-1.21251,8.46303
4.7805,2.53877,4.18572,-1.21146,8.46291
4.8014,2.53971,4.18301,-1.21034,8.46278
4.8212,2.54065,4.18023,-1.20914,8.46267
4.8422,2.5416,4.17745,-1.20796,8.46255
4.8617,2.5429,4.17356,-1.20484,8.46243
4.8818,2.54418,4.16926,-1.20056,8.46244
4.9029,2.54546,4.16498,-1.19607,8.46244
4.9221,2.54674,4.16072,-1.19149,8.46244
4.9421,2.54805,4.15646,-1.18691,8.46242
4.9626,2.54925,4.15208,-1.18024,8.46253
4.9833,2.55045,4.14772,-1.17326,8.46265
5.0029,2.55165,4.14338,-1.16608,8.46275
5.0234,2.55286,4.13907,-1.15872,8.46285
5.043,2.55408,4.13479,-1.15118,8.46293
5.0631,2.55525,4.13035,-1.14173,8.46311
5.0834,2.55642,4.12593,-1.13204,8.46327
5.103,2.55762,4.12153,-1.12221,8.46341
5.1232,2.55885,4.11717,-1.11227,8.46352
5.1432,2.5601,4.11284,-1.10224,8.4636
5.1634,2.56139,4.10842,-1.09164,8.46366
5.1837,2.56273,4.10403,-1.08104,8.46368
5.203,2.5641,4.09967,-1.07048,8.46365
5.2232,2.56552,4.09535,-1.06003,8.46358
5.243,2.56699,4.09105,-1.04978,8.46344
5.2636,2.56853,4.08679,-1.03981,8.46324
5.283,2.57013,4.08256,-1.03024,8.46296
5.3029,2.57182,4.07832,-1.02102,8.46261
5.323,2.5736,4.07407,-1.01212,8.46219
5.3433,2.57543,4.06982,-1.00333,8.46171
5.3656,2.57724,4.06563,-0.99416,8.46123
5.3856,2.57909,4.06145,-0.985,8.46072
5.4054,2.58098,4.05729,-0.97583,8.46017
5.4256,2.58291,4.05315,-0.96667,8.45958
5.4462,2.58487,4.04902,-0.9575,8.45895
5.4654,2.5869,4.0449,-0.94851,8.45826
5.4854,2.58902,4.04077,-0.93986,8.45749
5.5056,2.59123,4.03663,-0.93154,8.45664
5.5256,2.59349,4.0325,-0.92335,8.45574
5.5454,2.59578,4.02838,-0.91516,8.4548
5.5659,2.59814,4.02428,-0.90712,8.45381
5.5854,2.60053,4.02019,-0.89912,8.45277
5.6052,2.60296,4.01612,-0.89113,8.45171
5.6257,2.60541,4.01207,-0.88314,8.45061
5.6458,2.60791,4.00804,-0.87514,8.44947
5.6653,2.61046,4.00402,-0.86734,8.44828
5.6858,2.61307,4.0,-0.85971,8.44702
5.7056,2.61571,3.99601,-0.85207,8.44574
5.7252,2.61839,3.99203,-0.84444,8.44442
5.7467,2.62109,3.98808,-0.8368,8.44308
5.7653,2.62394,3.9841,-0.82983,8.4416
5.7854,2.62687,3.98012,-0.82324,8.44005
5.8053,2.62989,3.97613,-0.81703,8.43841
5.8258,2.63296,3.97216,-0.81094,8.43673
5.8457,2.63605,3.96821,-0.80485,8.43503
5.8658,2.6392,3.96426,-0.79897,8.43327
5.8853,2.64243,3.96032,-0.79346,8.43143
5.9054,2.64571,3.95638,-0.78805,8.42956
5.9254,2.649,3.95246,-0.78265,8.42766
5.9458,2.65232,3.94856,-0.77725,8.42574
5.9654,2.65627,3.94423,-0.77348,8.42335
5.9853,2.66038,3.93989,-0.77054,8.42082
6.0053,2.66451,3.93557,-0.7677,8.41827
6.0256,2.66866,3.93126,-0.76487,8.4157
6.0457,2.67281,3.92696,-0.76204,8.41312
6.0658,2.67711,3.92281,-0.76165,8.41037
6.0857,2.68141,3.91868,-0.76139,8.40761
6.1054,2.68572,3.91455,-0.76113,8.40485
6.1253,2.69003,3.91041,-0.76087,8.40209
6.1453,2.69434,3.90628,-0.76061,8.39933
6.1654,2.69864,3.90218,-0.76057,8.39657
6.1853,2.70295,3.89808,-0.76054,8.39381
6.2056,2.70725,3.89398,-0.7605,8.39105
6.2258,2.71156,3.88988,-0.76047,8.3883
6.2458,2.71587,3.88578,-0.76043,8.38555
6.2656,2.72015,3.88168,-0.76028,8.38282
6.2853,2.72444,3.87759,-0.76014,8.3801
6.3056,2.72873,3.87349,-0.75999,8.37737
6.3255,2.73302,3.8694,-0.75985,8.37465
6.3453,2.73731,3.86531,-0.7597,8.37193
6.3656,2.74155,3.86123,-0.75924,8.36926
6.3854,2.74579,3.85716,-0.75878,8.36658
6.4067,2.75003,3.85309,-0.75832,8.36391
6.426,2.75427,3.84902,-0.75786,8.36124
6.4453,2.75852,3.84495,-0.75741,8.35857
6.4655,2.76267,3.84092,-0.75633,8.35599
6.4858,2.76682,3.83688,-0.75528,8.3534
6.5061,2.77097,3.83286,-0.75422,8.35082
6.5254,2.77513,3.82884,-0.75317,8.34823
6.5454,2.7793,3.82482,-0.75211,8.34563
6.5667,2.78347,3.8208,-0.75108,8.34304
6.5853,2.78765,3.81679,-0.75005,8.34043
6.6055,2.79183,3.81279,-0.74902,8.33783
6.6256,2.79601,3.80878,-0.74798,8.33523
6.6455,2.8002,3.80479,-0.74695,8.33262
6.6657,2.8044,3.80079,-0.74594,8.33001
6.6855,2.8086,3.7968,-0.74492,8.3274
6.7056,2.8128,3.79282,-0.74391,8.32478
6.7257,2.81701,3.78884,-0.74289,8.32216
6.7459,2.82122,3.78486,-0.74188,8.31954
6.7656,2.82565,3.78094,-0.7433,8.3167
6.7856,2.8301,3.77702,-0.74485,8.31385
6.8058,2.83454,3.77309,-0.74641,8.31101
6.8253,2.83898,3.76915,-0.74797,8.30817
6.8456,2.84341,3.76521,-0.74952,8.30535
6.8659,2.84791,3.76145,-0.75353,8.30241
6.8859,2.85239,3.75768,-0.75766,8.29948
6.9058,2.85687,3.75389,-0.76179,8.29658
6.9255,2.86133,3.75009,-0.76591,8.2937
6.9456,2.86577,3.74627,-0.77004,8.29084
6.9653,2.87019,3.74269,-0.77661,8.28792
6.9853,2.87459,3.73911,-0.7833,8.28503
7.0053,2.87897,3.7355,-0.79,8.28217
7.0252,2.88332,3.73186,-0.7967,8.27935
7.0458,2.88764,3.72819,-0.8034,8.27656
7.0658,2.89192,3.72479,-0.81253,8.27373
7.0867,2.89617,3.72138,-0.82184,8.27094
7.1072,2.90038,3.71794,-0.83115,8.26818
7.1268,2.90457,3.71446,-0.84048,8.26548
7.1465,2.90872,3.71094,-0.84983,8.26281
7.1666,2.91297,3.70751,-0.86158,8.26003
7.1869,2.9172,3.70404,-0.87349,8.25729
7.2067,2.9214,3.70053,-0.88546,8.25459
7.2265,2.92556,3.69698,-0.89748,8.25194
7.2463,2.92968,3.69339,-0.90955,8.24934
7.2668,2.93385,3.68983,-0.92346,8.2467
7.2872,2.93798,3.68623,-0.93749,8.2441
7.3065,2.94208,3.68259,-0.9516,8.24156
7.3266,2.94613,3.67891,-0.9658,8.23908
7.3465,2.95015,3.67518,-0.98009,8.23665
7.3666,2.9541,3.67142,-0.99449,8.23428
7.3869,2.95802,3.66761,-1.00899,8.23198
7.4065,2.96189,3.66377,-1.02356,8.22973
7.4264,2.96571,3.65989,-1.03822,8.22755
7.4467,2.96949,3.65597,-1.05297,8.22542
7.4662,2.9732,3.65201,-1.06785,8.22338
7.4863,2.97686,3.64802,-1.08282,8.22139
7.5064,2.98046,3.64399,-1.09787,8.21947
7.5265,2.98402,3.63993,-1.113,8.21762
7.5467,2.98752,3.63583,-1.12822,8.21584
7.5664,2.99099,3.63168,-1.14346,8.2141
7.5865,2.99443,3.62748,-1.15872,8.21241
7.6064,2.99781,3.62325,-1.17407,8.21079
7.6266,3.00112,3.61899,-1.1895,8.20924
7.6474,3.00438,3.6147,-1.20501,8.20778
7.6698,3.00742,3.61052,-1.22164,8.20646
7.6886,3.01038,3.60635,-1.23827,8.20523
7.7099,3.01328,3.60214,-1.25498,8.20407
7.7291,3.01611,3.59789,-1.27175,8.20298
7.7502,3.01888,3.5936,-1.28859,8.20198
7.7691,3.02159,3.58927,-1.30553,8.20104
7.7884,3.02423,3.58491,-1.32252,8.20019
7.8084,3.0268,3.58051,-1.33957,8.19942
7.8292,3.0293,3.57608,-1.35668,8.19873
7.8512,3.03172,3.57162,-1.37383,8.19813
7.8688,3.03406,3.56712,-1.39101,8.19761
7.8887,3.03633,3.56259,-1.40824,8.19718
7.9085,3.03852,3.55803,-1.4255,8.19684
7.929,3.04063,3.55343,-1.44279,8.19659
7.9486,3.04265,3.54881,-1.4601,8.19644
7.9685,3.04459,3.54415,-1.47742,8.19637
7.9887,3.04645,3.53947,-1.49475,8.1964
8.0085,3.04821,3.53475,-1.51209,8.19652
8.0293,3.04989,3.53001,-1.52943,8.19674
8.0492,3.05147,3.52523,-1.54676,8.19706
8.0685,3.05297,3.52043,-1.56407,8.19748
8.0896,3.05438,3.51559,-1.58135,8.19799
8.1091,3.05569,3.51073,-1.5986,8.1986
8.1286,3.05692,3.50584,-1.61581,8.19931
8.149,3.05805,3.50092,-1.63296,8.20012
8.1684,3.05909,3.49595,-1.64991,8.20104
8.1889,3.06003,3.49095,-1.66679,8.20206
8.2093,3.06089,3.48593,-1.68359,8.20317
8.2288,3.06165,3.48088,-1.70031,8.20439
8.2496,3.06231,3.47581,-1.71694,8.2057
8.2685,3.06278,3.47053,-1.73249,8.20728
8.2898,3.06314,3.46525,-1.74775,8.20897
8.3082,3.0634,3.45994,-1.76289,8.21075
8.3293,3.06358,3.45461,-1.7779,8.21263
8.3487,3.06365,3.44926,-1.79278,8.21461
8.3687,3.06359,3.44383,-1.80709,8.21676
8.3892,3.06342,3.43838,-1.82124,8.219
8.4087,3.06317,3.43292,-1.83523,8.22134
8.4286,3.06281,3.42744,-1.84906,8.22378
8.4492,3.06237,3.42194,-1.86273,8.22631
8.4705,3.06168,3.41625,-1.87513,8.22915
8.4901,3.06088,3.41056,-1.88714,8.23209
8.5102,3.05999,3.40485,-1.89897,8.23512
8.5303,3.05901,3.39914,-1.91059,8.23824
8.5505,3.05794,3.39341,-1.922,8.24146
8.5704,3.05673,3.38762,-1.93289,8.24482
8.5905,3.05544,3.38183,-1.94355,8.24828
8.6102,3.05405,3.37602,-1.95398,8.25182
8.6303,3.05257,3.3702,-1.96418,8.25546
8.6516,3.051,3.36437,-1.97415,8.25919
8.6699,3.04913,3.35831,-1.98255,8.26327
8.6907,3.04717,3.35227,-1.99041,8.26745
8.7103,3.04512,3.34622,-1.998,8.27171
8.7299,3.04299,3.34016,-2.00533,8.27606
8.7524,3.04078,3.33408,-2.01239,8.28049
8.7751,3.03866,3.32851,-2.01814,8.28464
8.795,3.03655,3.32299,-2.02426,8.28875
8.8156,3.0344,3.31749,-2.03041,8.2929
8.8352,3.03223,3.312,-2.03656,8.29707
8.8552,3.03002,3.30653,-2.0427,8.30127
8.8753,3.02757,3.30121,-2.04556,8.30563
8.8949,3.02507,3.29591,-2.04811,8.31003
8.9154,3.02256,3.29062,-2.05066,8.31443
8.935,3.02004,3.28534,-2.05321,8.31885
8.9554,3.0175,3.28006,-2.05575,8.32328
8.9754,3.01476,3.27494,-2.05508,8.32784
8.9951,3.01198,3.26983,-2.05408,8.33243
9.0156,3.00921,3.26471,-2.05309,8.33702
9.0357,3.00644,3.2596,-2.0521,8.3416
9.0557,3.00368,3.25448,-2.0511,8.34618
9.0753,3.00091,3.24942,-2.04966,8.35075
9.0948,2.99814,3.24434,-2.04814,8.35532
9.1154,2.99538,3.23926,-2.04664,8.35989
9.1355,2.99263,3.23417,-2.04513,8.36446
9.1549,2.98988,3.22908,-2.04364,8.36902
9.1748,2.98714,3.224,-2.04202,8.37358
9.1952,2.98441,3.21892,-2.04042,8.37813
9.2157,2.98168,3.21382,-2.03883,8.38268
9.2349,2.97897,3.20873,-2.03726,8.38722
9.2555,2.97626,3.20362,-2.03573,8.39176
9.2751,2.97357,3.19849,-2.03443,8.3963
9.2949,2.97091,3.19335,-2.03332,8.40082
9.3153,2.96825,3.18822,-2.03225,8.40533
9.3349,2.9656,3.18307,-2.03119,8.40984
9.3553,2.96295,3.17793,-2.03012,8.41435
9.3747,2.96064,3.17386,-2.02641,8.41812
9.3949,2.95834,3.16995,-2.02225,8.42181
9.4153,2.95609,3.16607,-2.01823,8.42545
9.4353,2.95384,3.16216,-2.01435,8.4291
9.4553,2.95162,3.15822,-2.01057,8.43273
9.475,2.94931,3.15444,-2.00451,8.43638
9.495,2.94702,3.15066,-1.99833,8.44001
9.5155,2.94476,3.14687,-1.99215,8.44363
9.5354,2.94251,3.14306,-1.98596,8.44724
9.556,2.94029,3.13924,-1.97978,8.45083
9.575,2.93798,3.13561,-1.97117,8.45442
9.5956,2.93569,3.13199,-1.96242,8.45799
9.6155,2.93344,3.12834,-1.95367,8.46155
9.6351,2.93121,3.12468,-1.94492,8.46508
9.6553,2.92902,3.121,-1.93616,8.46859
9.6754,2.9267,3.1174,-1.92503,8.47218
9.6949,2.92441,3.11378,-1.91377,8.47576
9.7164,2.92216,3.11014,-1.90252,8.47931
9.7351,2.91995,3.10648,-1.89126,8.48283
9.7561,2.91778,3.10279,-1.88,8.48632
9.7756,2.91565,3.09911,-1.86855,8.48978
9.7953,2.91356,3.09541,-1.85711,8.49321
9.8156,2.91151,3.09168,-1.84566,8.49662
9.8353,2.90951,3.08793,-1.83422,8.49999
9.8551,2.90755,3.08415,-1.82277,8.50333
9.8749,2.90568,3.08148,-1.80777,8.50614
9.8955,2.90371,3.07907,-1.79109,8.50893
9.9164,2.90169,3.07675,-1.77276,8.51174
9.9353,2.89967,3.07447,-1.75382,8.51452
9.9553,2.89766,3.07223,-1.73432,8.51727
9.9754,2.8959,3.07105,-1.71492,8.51936
9.9951,2.89414,3.07001,-1.6952,8.5214
10.0153,2.89229,3.06904,-1.67404,8.52348
10.0352,2.89043,3.0681,-1.65234,8.52557
10.055,2.88855,3.06719,-1.63011,8.52766
10.0755,2.88675,3.06737,-1.60773,8.52922
10.0958,2.88494,3.0678,-1.58537,8.53068
10.1166,2.88315,3.06854,-1.56339,8.53201
10.1347,2.88139,3.06922,-1.54198,8.53333
10.1549,2.87965,3.06985,-1.52113,8.53465
10.1752,2.87784,3.07054,-1.49943,8.53602
10.1949,2.87601,3.07119,-1.4777,8.53741
10.216,2.87417,3.0718,-1.45597,8.53884
10.2357,2.87231,3.07238,-1.43423,8.54029
10.2557,2.87044,3.07291,-1.4125,8.54177
10.2761,2.86837,3.07337,-1.38838,8.54347
10.2962,2.86628,3.07378,-1.3641,8.54521
10.3166,2.86417,3.07413,-1.33983,8.54698
10.336,2.86206,3.07443,-1.31555,8.54878
10.3565,2.85994,3.07468,-1.29127,8.55061
10.3762,2.85763,3.07483,-1.26455,8.55266
10.3965,2.8553,3.0749,-1.23767,8.55475
10.4166,2.85296,3.07491,-1.2108,8.55687
10.4364,2.85063,3.07486,-1.18392,8.55902
10.4565,2.8483,3.07474,-1.15705,8.56119
10.4764,2.8458,3.07449,-1.12774,8.56357
10.4972,2.8433,3.07415,-1.09829,8.56599
10.5176,2.8408,3.07373,-1.06884,8.56844
10.5364,2.83832,3.07325,-1.0394,8.5709
10.5564,2.83585,3.07269,-1.00995,8.57338
10.5759,2.83324,3.07195,-0.97806,8.57606
10.5962,2.83064,3.07112,-0.94604,8.57878
10.6167,2.82807,3.0702,-0.91403,8.5815
10.6362,2.82553,3.0692,-0.88201,8.58422
10.6564,2.82302,3.06812,-0.84999,8.58695
10.6765,2.82104,3.06631,-0.81674,8.5895
10.6962,2.81921,3.06429,-0.78333,8.592
10.7173,2.81748,3.0622,-0.75015,8.59444
10.7378,2.81587,3.06004,-0.71723,8.5968
10.758,2.81437,3.05782,-0.68455,8.59908
10.7777,2.81295,3.05559,-0.65249,8.60129
