t,topico,FL,FR,steer,speed,vx,wz
35.356,rodas,0.0,-0.0,,,,
35.356,mega,,,0,0,,
35.415,rodas,0.0,-0.0,,,,
35.416,rodas,0.0,-0.0,,,,
35.416,rodas,0.0,-0.0,,,,
35.455,rodas,0.0,-0.0,,,,
35.455,rodas,0.0,-0.0,,,,
35.456,mega,,,0,0,,
35.515,rodas,0.0,-0.0,,,,
35.515,rodas,0.0,-0.0,,,,
35.516,rodas,0.0,-0.0,,,,
35.555,rodas,0.0,-0.0,,,,
35.555,rodas,0.0,-0.0,,,,
35.555,mega,,,0,0,,
35.615,rodas,0.0,-0.0,,,,
35.616,rodas,0.0,-0.0,,,,
35.616,rodas,0.0,-0.0,,,,
35.655,rodas,0.0,-0.0,,,,
35.656,rodas,0.0,-0.0,,,,
35.656,mega,,,0,0,,
35.715,rodas,0.0,-0.0,,,,
35.715,rodas,0.0,-0.0,,,,
35.716,rodas,0.0,-0.0,,,,
35.755,rodas,0.0,-0.0,,,,
35.756,rodas,0.0,-0.0,,,,
35.756,mega,,,0,0,,
35.815,rodas,0.0,-0.0,,,,
35.815,rodas,0.0,-0.0,,,,
35.815,rodas,0.0,-0.0,,,,
35.855,rodas,0.0,-0.0,,,,
35.856,rodas,0.0,-0.0,,,,
35.856,mega,,,0,0,,
35.915,rodas,0.0,-0.0,,,,
35.916,rodas,0.0,-0.0,,,,
35.916,rodas,0.0,-0.0,,,,
35.955,rodas,0.0,-0.0,,,,
35.956,rodas,0.0,-0.0,,,,
35.956,mega,,,0,0,,
36.015,rodas,0.0,-0.0,,,,
36.016,rodas,0.0,-0.0,,,,
36.016,rodas,0.0,-0.0,,,,
36.055,rodas,0.0,-0.0,,,,
36.055,rodas,0.0,-0.0,,,,
36.055,mega,,,0,0,,
36.115,rodas,0.0,-0.0,,,,
36.115,rodas,0.0,-0.0,,,,
36.116,rodas,0.0,-0.0,,,,
36.155,rodas,0.0,-0.0,,,,
36.155,rodas,0.0,-0.0,,,,
36.155,mega,,,0,0,,
36.215,rodas,0.0,-0.0,,,,
36.216,rodas,0.0,-0.0,,,,
36.216,rodas,0.0,-0.0,,,,
36.255,rodas,0.0,-0.0,,,,
36.256,rodas,0.0,-0.0,,,,
36.256,mega,,,0,0,,
36.315,rodas,0.0,-0.0,,,,
36.315,rodas,0.0,-0.0,,,,
36.316,rodas,0.0,-0.0,,,,
36.355,rodas,0.0,-0.0,,,,
36.356,rodas,0.0,-0.0,,,,
36.357,mega,,,0,0,,
36.415,rodas,0.0,-0.0,,,,
36.415,rodas,0.0,-0.0,,,,
36.416,rodas,0.0,-0.0,,,,
36.455,rodas,0.0,-0.0,,,,
36.456,rodas,0.0,-0.0,,,,
36.456,mega,,,0,0,,
36.515,rodas,0.0,-0.0,,,,
36.516,rodas,0.0,-0.0,,,,
36.516,rodas,0.0,-0.0,,,,
36.555,rodas,0.0,-0.0,,,,
36.556,rodas,0.0,-0.0,,,,
36.556,mega,,,0,0,,
36.615,rodas,0.0,-0.0,,,,
36.616,rodas,0.0,-0.0,,,,
36.616,rodas,0.0,-0.0,,,,
36.655,rodas,0.0,-0.0,,,,
36.656,rodas,0.0,-0.0,,,,
36.656,mega,,,0,0,,
36.715,rodas,0.0,-0.0,,,,
36.715,rodas,0.0,-0.0,,,,
36.716,rodas,0.0,-0.0,,,,
36.755,rodas,0.0,-0.0,,,,
36.756,rodas,0.0,-0.0,,,,
36.756,mega,,,0,0,,
36.815,rodas,0.0,-0.0,,,,
36.815,rodas,0.0,-0.0,,,,
36.816,rodas,0.0,-0.0,,,,
36.855,rodas,0.0,-0.0,,,,
36.856,rodas,0.0,-0.0,,,,
36.856,mega,,,0,0,,
36.915,rodas,0.0,-0.0,,,,
36.915,rodas,0.0,-0.0,,,,
36.916,rodas,0.0,-0.0,,,,
36.956,rodas,0.0,-0.0,,,,
36.957,mega,,,0,0,,
36.957,rodas,0.0,-0.0,,,,
37.015,rodas,0.0,-0.0,,,,
37.016,rodas,0.0,-0.0,,,,
37.016,rodas,0.0,-0.0,,,,
37.055,rodas,0.0,-0.0,,,,
37.055,rodas,0.0,-0.0,,,,
37.056,mega,,,0,0,,
37.115,rodas,0.0,-0.0,,,,
37.116,rodas,0.0,-0.0,,,,
37.116,rodas,0.0,-0.0,,,,
37.155,rodas,0.0,-0.0,,,,
37.156,rodas,0.0,-0.0,,,,
37.156,mega,,,0,0,,
37.215,rodas,0.0,-0.0,,,,
37.216,rodas,0.0,-0.0,,,,
37.216,rodas,0.0,-0.0,,,,
37.255,rodas,0.0,-0.0,,,,
37.255,rodas,0.0,-0.0,,,,
37.255,mega,,,0,0,,
37.315,rodas,0.0,-0.0,,,,
37.316,rodas,0.0,-0.0,,,,
37.316,rodas,0.0,-0.0,,,,
37.355,rodas,0.0,-0.0,,,,
37.356,rodas,0.0,-0.0,,,,
37.356,mega,,,0,0,,
37.415,rodas,0.0,-0.0,,,,
37.416,rodas,0.0,-0.0,,,,
37.416,rodas,0.0,-0.0,,,,
37.455,rodas,0.0,-0.0,,,,
37.455,rodas,0.0,-0.0,,,,
37.456,mega,,,0,0,,
37.515,rodas,0.0,-0.0,,,,
37.515,rodas,0.0,-0.0,,,,
37.516,rodas,0.0,-0.0,,,,
37.555,rodas,0.0,-0.0,,,,
37.555,rodas,0.0,-0.0,,,,
37.555,mega,,,0,0,,
37.615,rodas,0.0,-0.0,,,,
37.615,rodas,0.0,-0.0,,,,
37.616,rodas,0.0,-0.0,,,,
37.655,rodas,0.0,-0.0,,,,
37.656,rodas,0.0,-0.0,,,,
37.657,mega,,,0,0,,
37.715,rodas,0.0,-0.0,,,,
37.716,rodas,0.0,-0.0,,,,
37.717,rodas,0.0,-0.0,,,,
37.755,rodas,0.0,-0.0,,,,
37.755,rodas,0.0,-0.0,,,,
37.755,mega,,,0,0,,
37.815,rodas,0.0,-0.0,,,,
37.816,rodas,0.0,-0.0,,,,
37.816,rodas,0.0,-0.0,,,,
37.855,rodas,0.0,-0.0,,,,
37.855,rodas,0.0,-0.0,,,,
37.855,mega,,,0,0,,
37.915,rodas,0.0,-0.0,,,,
37.916,rodas,0.0,-0.0,,,,
37.916,rodas,0.0,-0.0,,,,
37.955,rodas,0.0,-0.0,,,,
37.955,rodas,0.0,-0.0,,,,
37.955,mega,,,0,0,,
38.015,rodas,0.0,-0.0,,,,
38.015,rodas,0.0,-0.0,,,,
38.016,rodas,0.0,-0.0,,,,
38.055,rodas,0.0,-0.0,,,,
38.055,rodas,0.0,-0.0,,,,
38.056,mega,,,0,0,,
38.116,rodas,0.0,-0.0,,,,
38.116,rodas,0.0,-0.0,,,,
38.117,rodas,0.0,-0.0,,,,
38.155,rodas,0.0,-0.0,,,,
38.155,rodas,0.0,-0.0,,,,
38.156,mega,,,0,0,,
38.215,rodas,0.0,-0.0,,,,
38.216,rodas,0.0,-0.0,,,,
38.217,rodas,0.0,-0.0,,,,
38.255,rodas,0.0,-0.0,,,,
38.256,rodas,0.0,-0.0,,,,
38.256,mega,,,0,0,,
38.315,rodas,0.0,-0.0,,,,
38.315,rodas,0.0,-0.0,,,,
38.316,rodas,0.0,-0.0,,,,
38.375,rodas,0.0,-0.0,,,,
38.375,rodas,0.0,-0.0,,,,
38.375,mega,,,0,0,,
38.415,rodas,0.0,-0.0,,,,
38.416,rodas,0.0,-0.0,,,,
38.417,rodas,0.0,-0.0,,,,
38.475,rodas,0.0,-0.0,,,,
38.476,rodas,0.0,-0.0,,,,
38.476,mega,,,0,0,,
38.515,rodas,0.0,-0.0,,,,
38.516,rodas,0.0,-0.0,,,,
38.516,rodas,0.0,-0.0,,,,
38.575,rodas,0.0,-0.0,,,,
38.575,rodas,0.0,-0.0,,,,
38.575,mega,,,0,0,,
38.615,rodas,0.0,-0.0,,,,
38.616,rodas,0.0,-0.0,,,,
38.616,rodas,0.0,-0.0,,,,
38.675,rodas,0.0,-0.0,,,,
38.675,rodas,0.0,-0.0,,,,
38.676,mega,,,0,0,,
38.715,rodas,0.0,-0.0,,,,
38.716,rodas,0.0,-0.0,,,,
38.716,rodas,0.0,-0.0,,,,
38.775,rodas,0.0,-0.0,,,,
38.775,rodas,0.0,-0.0,,,,
38.775,mega,,,0,0,,
38.816,rodas,0.0,-0.0,,,,
38.816,rodas,0.0,-0.0,,,,
38.817,rodas,0.0,-0.0,,,,
38.875,rodas,0.0,-0.0,,,,
38.875,rodas,0.0,-0.0,,,,
38.875,mega,,,0,0,,
38.915,rodas,0.0,-0.0,,,,
38.916,rodas,0.0,-0.0,,,,
38.916,rodas,0.0,-0.0,,,,
38.975,rodas,0.0,-0.0,,,,
38.975,rodas,0.0,-0.0,,,,
38.975,mega,,,0,0,,
39.015,rodas,0.0,-0.0,,,,
39.016,rodas,0.0,-0.0,,,,
39.016,rodas,0.0,-0.0,,,,
39.075,rodas,0.0,-0.0,,,,
39.075,rodas,0.0,-0.0,,,,
39.076,mega,,,0,0,,
39.115,rodas,0.0,-0.0,,,,
39.116,rodas,0.0,-0.0,,,,
39.116,rodas,0.0,-0.0,,,,
39.175,rodas,0.0,-0.0,,,,
39.176,rodas,0.0,-0.0,,,,
39.176,mega,,,0,0,,
39.215,rodas,0.0,-0.0,,,,
39.216,rodas,0.0,-0.0,,,,
39.216,rodas,0.0,-0.0,,,,
39.275,rodas,0.0,-0.0,,,,
39.276,rodas,0.0,-0.0,,,,
39.276,mega,,,0,0,,
39.315,rodas,0.0,-0.0,,,,
39.316,rodas,0.0,-0.0,,,,
39.316,rodas,0.0,-0.0,,,,
39.375,rodas,0.0,-0.0,,,,
39.376,rodas,0.0,-0.0,,,,
39.376,mega,,,0,0,,
39.415,rodas,0.0,-0.0,,,,
39.416,rodas,0.0,-0.0,,,,
39.416,rodas,0.0,-0.0,,,,
39.475,rodas,0.0,-0.0,,,,
39.477,rodas,0.0,-0.0,,,,
39.478,mega,,,0,0,,
39.515,rodas,0.0,-0.0,,,,
39.516,rodas,0.0,-0.0,,,,
39.516,rodas,0.0,-0.0,,,,
39.575,rodas,0.0,-0.0,,,,
39.575,rodas,0.0,-0.0,,,,
39.575,mega,,,0,0,,
39.615,rodas,0.0,-0.0,,,,
39.616,rodas,0.0,-0.0,,,,
39.616,rodas,0.0,-0.0,,,,
39.675,rodas,0.0,-0.0,,,,
39.675,rodas,0.0,-0.0,,,,
39.675,mega,,,0,0,,
39.715,rodas,0.0,-0.0,,,,
39.716,rodas,0.0,-0.0,,,,
39.716,rodas,0.0,-0.0,,,,
39.775,rodas,0.0,-0.0,,,,
39.776,rodas,0.0,-0.0,,,,
39.776,mega,,,0,0,,
39.815,rodas,0.0,-0.0,,,,
39.816,rodas,0.0,-0.0,,,,
39.816,rodas,0.0,-0.0,,,,
39.875,rodas,0.0,-0.0,,,,
39.875,rodas,0.0,-0.0,,,,
39.875,mega,,,0,0,,
39.915,rodas,0.0,-0.0,,,,
39.916,rodas,0.0,-0.0,,,,
39.916,rodas,0.0,-0.0,,,,
39.975,rodas,0.0,-0.0,,,,
39.975,rodas,0.0,-0.0,,,,
39.975,mega,,,0,0,,
40.016,rodas,0.0,-0.0,,,,
40.016,rodas,0.0,-0.0,,,,
40.017,rodas,0.0,-0.0,,,,
40.075,rodas,0.0,-0.0,,,,
40.076,rodas,0.0,-0.0,,,,
40.076,mega,,,0,0,,
40.115,rodas,0.0,-0.0,,,,
40.116,rodas,0.0,-0.0,,,,
40.116,rodas,0.0,-0.0,,,,
40.176,rodas,0.0,-0.0,,,,
40.177,rodas,0.0,-0.0,,,,
40.177,mega,,,0,0,,
40.215,rodas,0.0,-0.0,,,,
40.216,rodas,0.0,-0.0,,,,
40.216,rodas,0.0,-0.0,,,,
40.275,rodas,0.0,-0.0,,,,
40.275,rodas,0.0,-0.0,,,,
40.275,mega,,,0,0,,
40.315,rodas,0.0,-0.0,,,,
40.315,rodas,0.0,-0.0,,,,
40.316,rodas,0.0,-0.0,,,,
40.375,rodas,0.0,-0.0,,,,
40.375,rodas,0.0,-0.0,,,,
40.375,mega,,,0,0,,
40.416,rodas,0.0,-0.0,,,,
40.417,rodas,0.0,-0.0,,,,
40.417,rodas,0.0,-0.0,,,,
40.475,rodas,0.0,-0.0,,,,
40.476,rodas,0.0,-0.0,,,,
40.476,mega,,,0,0,,
40.515,rodas,0.0,-0.0,,,,
40.516,rodas,0.0,-0.0,,,,
40.517,rodas,0.0,-0.0,,,,
40.575,rodas,0.0,-0.0,,,,
40.575,rodas,0.0,-0.0,,,,
40.575,mega,,,0,0,,
40.616,rodas,0.0,-0.0,,,,
40.616,rodas,0.0,-0.0,,,,
40.617,rodas,0.0,-0.0,,,,
40.675,rodas,0.0,-0.0,,,,
40.676,rodas,0.0,-0.0,,,,
40.676,mega,,,0,0,,
40.717,rodas,0.0,-0.0,,,,
40.717,rodas,0.0,-0.0,,,,
40.718,rodas,0.0,-0.0,,,,
40.776,rodas,0.0,-0.0,,,,
40.778,rodas,0.0,-0.0,,,,
40.778,mega,,,0,0,,
40.816,rodas,0.0,-0.0,,,,
40.816,rodas,0.0,-0.0,,,,
40.817,rodas,0.0,-0.0,,,,
40.875,rodas,0.0,-0.0,,,,
40.875,rodas,0.0,-0.0,,,,
40.876,mega,,,0,0,,
40.915,rodas,0.0,-0.0,,,,
40.916,rodas,0.0,-0.0,,,,
40.916,rodas,0.0,-0.0,,,,
40.975,rodas,0.0,-0.0,,,,
40.976,rodas,0.0,-0.0,,,,
40.976,mega,,,0,0,,
41.015,rodas,0.0,-0.0,,,,
41.015,rodas,0.0,-0.0,,,,
41.016,rodas,0.0,-0.0,,,,
41.075,rodas,0.0,-0.0,,,,
41.075,rodas,0.0,-0.0,,,,
41.076,mega,,,0,0,,
41.115,rodas,0.0,-0.0,,,,
41.116,rodas,0.0,-0.0,,,,
41.116,rodas,0.0,-0.0,,,,
41.175,rodas,0.0,-0.0,,,,
41.175,rodas,0.0,-0.0,,,,
41.175,mega,,,0,0,,
41.215,rodas,0.0,-0.0,,,,
41.216,rodas,0.0,-0.0,,,,
41.216,rodas,0.0,-0.0,,,,
41.275,rodas,0.0,-0.0,,,,
41.276,rodas,0.0,-0.0,,,,
41.276,mega,,,0,0,,
41.315,rodas,0.0,-0.0,,,,
41.316,rodas,0.0,-0.0,,,,
41.316,rodas,0.0,-0.0,,,,
41.375,rodas,0.0,-0.0,,,,
41.376,rodas,0.0,-0.0,,,,
41.376,mega,,,0,0,,
41.415,rodas,0.0,-0.0,,,,
41.416,rodas,0.0,-0.0,,,,
41.416,rodas,0.0,-0.0,,,,
41.475,rodas,0.0,-0.0,,,,
41.476,rodas,0.0,-0.0,,,,
41.476,mega,,,0,0,,
41.515,rodas,0.0,-0.0,,,,
41.516,rodas,0.0,-0.0,,,,
41.516,rodas,0.0,-0.0,,,,
41.575,rodas,0.0,-0.0,,,,
41.576,rodas,0.0,-0.0,,,,
41.576,mega,,,0,0,,
41.615,rodas,0.0,-0.0,,,,
41.616,rodas,0.0,-0.0,,,,
41.616,rodas,0.0,-0.0,,,,
41.675,rodas,0.0,-0.0,,,,
41.675,rodas,0.0,-0.0,,,,
41.676,mega,,,0,0,,
41.715,rodas,0.0,-0.0,,,,
41.716,rodas,0.0,-0.0,,,,
41.716,rodas,0.0,-0.0,,,,
41.775,rodas,0.0,-0.0,,,,
41.776,rodas,0.0,-0.0,,,,
41.776,mega,,,0,0,,
41.815,rodas,0.0,-0.0,,,,
41.816,rodas,0.0,-0.0,,,,
41.816,rodas,0.0,-0.0,,,,
41.875,rodas,0.0,-0.0,,,,
41.876,rodas,0.0,-0.0,,,,
41.876,mega,,,0,0,,
41.915,rodas,0.0,-0.0,,,,
41.916,rodas,0.0,-0.0,,,,
41.916,rodas,0.0,-0.0,,,,
41.975,rodas,0.0,-0.0,,,,
41.976,rodas,0.0,-0.0,,,,
41.976,mega,,,0,0,,
42.035,rodas,0.0,-0.0,,,,
42.037,rodas,0.0,-0.0,,,,
42.038,rodas,0.0,-0.0,,,,
42.075,rodas,0.0,-0.0,,,,
42.076,rodas,0.0,-0.0,,,,
42.076,mega,,,0,0,,
42.135,rodas,0.0,-0.0,,,,
42.135,rodas,0.0,-0.0,,,,
42.136,rodas,0.0,-0.0,,,,
42.175,rodas,0.0,-0.0,,,,
42.176,rodas,0.0,-0.0,,,,
42.176,mega,,,0,0,,
42.235,rodas,0.0,-0.0,,,,
42.235,rodas,0.0,-0.0,,,,
42.236,rodas,0.0,-0.0,,,,
42.275,rodas,0.0,-0.0,,,,
42.276,rodas,0.0,-0.0,,,,
42.276,mega,,,0,0,,
42.335,rodas,0.0,-0.0,,,,
42.335,rodas,0.0,-0.0,,,,
42.335,rodas,0.0,-0.0,,,,
42.375,rodas,0.0,-0.0,,,,
42.375,rodas,0.0,-0.0,,,,
42.375,mega,,,0,0,,
42.435,rodas,0.0,-0.0,,,,
42.435,rodas,0.0,-0.0,,,,
42.435,rodas,0.0,-0.0,,,,
42.475,rodas,0.0,-0.0,,,,
42.475,rodas,0.0,-0.0,,,,
42.475,mega,,,0,0,,
42.535,rodas,0.0,-0.0,,,,
42.535,rodas,0.0,-0.0,,,,
42.535,rodas,0.0,-0.0,,,,
42.575,rodas,0.0,-0.0,,,,
42.576,mega,,,0,0,,
42.576,rodas,0.0,-0.0,,,,
42.635,rodas,0.0,-0.0,,,,
42.636,rodas,0.0,-0.0,,,,
42.636,rodas,0.0,-0.0,,,,
42.675,rodas,0.0,-0.0,,,,
42.676,rodas,0.0,-0.0,,,,
42.676,mega,,,0,0,,
42.737,rodas,0.0,-0.0,,,,
42.737,rodas,0.0,-0.0,,,,
42.737,rodas,0.0,-0.0,,,,
42.775,rodas,0.0,-0.0,,,,
42.776,rodas,0.0,-0.0,,,,
42.776,mega,,,0,0,,
42.835,rodas,0.0,-0.0,,,,
42.836,rodas,0.0,-0.0,,,,
42.836,rodas,0.0,-0.0,,,,
42.875,rodas,0.0,-0.0,,,,
42.876,rodas,0.0,-0.0,,,,
42.876,mega,,,0,0,,
42.935,rodas,0.0,-0.0,,,,
42.935,rodas,0.0,-0.0,,,,
42.936,rodas,0.0,-0.0,,,,
42.975,rodas,0.0,-0.0,,,,
42.975,rodas,0.0,-0.0,,,,
42.975,mega,,,0,0,,
43.035,rodas,0.0,-0.0,,,,
43.035,rodas,0.0,-0.0,,,,
43.036,rodas,0.0,-0.0,,,,
43.075,rodas,0.0,-0.0,,,,
43.075,rodas,0.0,-0.0,,,,
43.076,mega,,,0,0,,
43.135,rodas,0.0,-0.0,,,,
43.135,rodas,0.0,-0.0,,,,
43.136,rodas,0.0,-0.0,,,,
43.175,rodas,0.0,-0.0,,,,
43.176,rodas,0.0,-0.0,,,,
43.176,mega,,,0,0,,
43.236,rodas,0.0,-0.0,,,,
43.236,rodas,0.0,-0.0,,,,
43.236,rodas,0.0,-0.0,,,,
43.275,rodas,0.0,-0.0,,,,
43.275,rodas,0.0,-0.0,,,,
43.275,mega,,,0,0,,
43.335,rodas,0.0,-0.0,,,,
43.336,rodas,0.0,-0.0,,,,
43.336,rodas,0.0,-0.0,,,,
43.375,rodas,0.0,-0.0,,,,
43.375,rodas,0.0,-0.0,,,,
43.375,mega,,,0,0,,
43.435,rodas,0.0,-0.0,,,,
43.435,rodas,0.0,-0.0,,,,
43.436,rodas,0.0,-0.0,,,,
43.475,rodas,0.0,-0.0,,,,
43.475,rodas,0.0,-0.0,,,,
43.476,mega,,,0,0,,
43.535,rodas,0.0,-0.0,,,,
43.535,rodas,0.0,-0.0,,,,
43.536,rodas,0.0,-0.0,,,,
43.575,rodas,0.0,-0.0,,,,
43.575,mega,,,0,0,,
43.576,rodas,0.0,-0.0,,,,
43.635,rodas,0.0,-0.0,,,,
43.635,rodas,0.0,-0.0,,,,
43.636,rodas,0.0,-0.0,,,,
43.675,rodas,0.0,-0.0,,,,
43.676,rodas,0.0,-0.0,,,,
43.676,mega,,,0,0,,
43.735,rodas,0.0,-0.0,,,,
43.736,rodas,0.0,-0.0,,,,
43.736,rodas,0.0,-0.0,,,,
43.775,rodas,0.0,-0.0,,,,
43.776,rodas,0.0,-0.0,,,,
43.776,mega,,,0,0,,
43.835,rodas,0.0,-0.0,,,,
43.835,rodas,0.0,-0.0,,,,
43.836,rodas,0.0,-0.0,,,,
43.875,rodas,0.0,-0.0,,,,
43.875,rodas,0.0,-0.0,,,,
43.876,mega,,,0,0,,
43.935,rodas,0.0,-0.0,,,,
43.936,rodas,0.0,-0.0,,,,
43.936,rodas,0.0,-0.0,,,,
43.975,rodas,0.0,-0.0,,,,
43.976,rodas,0.0,-0.0,,,,
43.976,mega,,,0,0,,
44.035,rodas,0.0,-0.0,,,,
44.036,rodas,0.0,-0.0,,,,
44.036,rodas,0.0,-0.0,,,,
44.075,rodas,0.0,-0.0,,,,
44.076,rodas,0.0,-0.0,,,,
44.076,mega,,,0,0,,
44.135,rodas,0.0,-0.0,,,,
44.135,rodas,0.0,-0.0,,,,
44.136,rodas,0.0,-0.0,,,,
44.175,rodas,0.0,-0.0,,,,
44.175,rodas,0.0,-0.0,,,,
44.176,mega,,,0,0,,
44.235,rodas,0.0,-0.0,,,,
44.235,rodas,0.0,-0.0,,,,
44.236,rodas,0.0,-0.0,,,,
44.275,rodas,0.0,-0.0,,,,
44.275,rodas,0.0,-0.0,,,,
44.275,mega,,,0,0,,
44.335,rodas,0.0,-0.0,,,,
44.335,rodas,0.0,-0.0,,,,
44.336,rodas,0.0,-0.0,,,,
44.375,rodas,0.0,-0.0,,,,
44.375,rodas,0.0,-0.0,,,,
44.375,mega,,,0,0,,
44.435,rodas,0.0,-0.0,,,,
44.438,rodas,0.0,-0.0,,,,
44.439,rodas,0.0,-0.0,,,,
44.475,rodas,0.0,-0.0,,,,
44.475,rodas,0.0,-0.0,,,,
44.475,mega,,,0,0,,
44.535,rodas,0.0,-0.0,,,,
44.535,rodas,0.0,-0.0,,,,
44.536,rodas,0.0,-0.0,,,,
44.575,rodas,0.0,-0.0,,,,
44.577,rodas,0.0,-0.0,,,,
44.577,mega,,,0,0,,
44.635,rodas,0.0,-0.0,,,,
44.636,rodas,0.0,-0.0,,,,
44.636,rodas,0.0,-0.0,,,,
44.675,rodas,0.0,-0.0,,,,
44.675,rodas,0.0,-0.0,,,,
44.675,mega,,,0,0,,
44.735,rodas,0.0,-0.0,,,,
44.736,rodas,0.0,-0.0,,,,
44.736,rodas,0.0,-0.0,,,,
44.775,rodas,0.0,-0.0,,,,
44.775,rodas,0.0,-0.0,,,,
44.776,mega,,,0,0,,
44.835,rodas,0.0,-0.0,,,,
44.835,rodas,0.0,-0.0,,,,
44.836,rodas,0.0,-0.0,,,,
44.875,rodas,0.0,-0.0,,,,
44.875,rodas,0.0,-0.0,,,,
44.875,mega,,,0,0,,
44.935,rodas,0.0,-0.0,,,,
44.936,rodas,0.0,-0.0,,,,
44.936,rodas,0.0,-0.0,,,,
44.975,rodas,0.0,-0.0,,,,
44.976,rodas,0.0,-0.0,,,,
44.976,mega,,,0,0,,
45.035,rodas,0.0,-0.0,,,,
45.036,rodas,0.0,-0.0,,,,
45.036,rodas,0.0,-0.0,,,,
45.075,rodas,0.0,-0.0,,,,
45.075,rodas,0.0,-0.0,,,,
45.076,mega,,,0,0,,
45.135,rodas,0.0,-0.0,,,,
45.136,rodas,0.0,-0.0,,,,
45.136,rodas,0.0,-0.0,,,,
45.175,rodas,0.0,-0.0,,,,
45.175,rodas,0.0,-0.0,,,,
45.175,mega,,,0,0,,
45.235,rodas,0.0,-0.0,,,,
45.235,rodas,0.0,-0.0,,,,
45.236,rodas,0.0,-0.0,,,,
45.275,rodas,0.0,-0.0,,,,
45.276,rodas,0.0,-0.0,,,,
45.276,mega,,,0,0,,
45.335,rodas,0.0,-0.0,,,,
45.335,rodas,0.0,-0.0,,,,
45.335,rodas,0.0,-0.0,,,,
45.375,rodas,0.0,-0.0,,,,
45.376,rodas,0.0,-0.0,,,,
45.376,mega,,,0,0,,
45.435,rodas,0.0,-0.0,,,,
45.436,rodas,0.0,-0.0,,,,
45.436,rodas,0.0,-0.0,,,,
45.476,rodas,0.0,-0.0,,,,
45.476,mega,,,0,0,,
45.476,rodas,0.0,-0.0,,,,
45.535,rodas,0.0,-0.0,,,,
45.536,rodas,0.0,-0.0,,,,
45.536,rodas,0.0,-0.0,,,,
45.595,rodas,0.0,-0.0,,,,
45.595,rodas,0.0,-0.0,,,,
45.596,mega,,,0,0,,
45.635,rodas,0.0,-0.0,,,,
45.636,rodas,0.0,-0.0,,,,
45.636,rodas,0.0,-0.0,,,,
45.695,rodas,0.0,-0.0,,,,
45.696,rodas,0.0,-0.0,,,,
45.696,mega,,,0,0,,
45.736,rodas,0.0,-0.0,,,,
45.736,rodas,0.0,-0.0,,,,
45.736,rodas,0.0,-0.0,,,,
45.795,rodas,0.0,-0.0,,,,
45.795,mega,,,0,0,,
45.796,rodas,0.0,-0.0,,,,
45.835,rodas,0.0,-0.0,,,,
45.836,rodas,0.0,-0.0,,,,
45.836,rodas,0.0,-0.0,,,,
45.895,rodas,0.0,-0.0,,,,
45.895,rodas,0.0,-0.0,,,,
45.896,mega,,,0,0,,
45.935,rodas,0.0,-0.0,,,,
45.935,rodas,0.0,-0.0,,,,
45.936,rodas,0.0,-0.0,,,,
45.995,rodas,0.0,-0.0,,,,
45.995,rodas,0.0,-0.0,,,,
45.996,mega,,,0,0,,
46.035,rodas,0.0,-0.0,,,,
46.036,rodas,0.0,-0.0,,,,
46.036,rodas,0.0,-0.0,,,,
46.095,rodas,0.0,-0.0,,,,
46.096,rodas,0.0,-0.0,,,,
46.096,mega,,,0,0,,
46.135,rodas,0.0,-0.0,,,,
46.136,rodas,0.0,-0.0,,,,
46.136,rodas,0.0,-0.0,,,,
46.195,rodas,0.0,-0.0,,,,
46.196,rodas,0.0,-0.0,,,,
46.196,mega,,,0,0,,
46.235,rodas,0.0,-0.0,,,,
46.236,rodas,0.0,-0.0,,,,
46.236,rodas,0.0,-0.0,,,,
46.295,rodas,0.0,-0.0,,,,
46.296,rodas,0.0,-0.0,,,,
46.296,mega,,,0,0,,
46.335,rodas,0.0,-0.0,,,,
46.336,rodas,0.0,-0.0,,,,
46.336,rodas,0.0,-0.0,,,,
46.395,rodas,0.0,-0.0,,,,
46.396,rodas,0.0,-0.0,,,,
46.396,mega,,,0,0,,
46.435,rodas,0.0,-0.0,,,,
46.435,rodas,0.0,-0.0,,,,
46.436,rodas,0.0,-0.0,,,,
46.495,rodas,0.0,-0.0,,,,
46.495,rodas,0.0,-0.0,,,,
46.495,mega,,,0,0,,
46.535,rodas,0.0,-0.0,,,,
46.535,rodas,0.0,-0.0,,,,
46.536,rodas,0.0,-0.0,,,,
46.595,rodas,0.0,-0.0,,,,
46.596,rodas,0.0,-0.0,,,,
46.596,mega,,,0,0,,
46.635,rodas,0.0,-0.0,,,,
46.636,rodas,0.0,-0.0,,,,
46.636,rodas,0.0,-0.0,,,,
46.695,rodas,0.0,-0.0,,,,
46.696,rodas,0.0,-0.0,,,,
46.696,mega,,,0,0,,
46.735,rodas,0.0,-0.0,,,,
46.736,rodas,0.0,-0.0,,,,
46.736,rodas,0.0,-0.0,,,,
46.795,rodas,0.0,-0.0,,,,
46.796,rodas,0.0,-0.0,,,,
46.796,mega,,,0,0,,
46.835,rodas,0.0,-0.0,,,,
46.836,rodas,0.0,-0.0,,,,
46.836,rodas,0.0,-0.0,,,,
46.895,rodas,0.0,-0.0,,,,
46.896,rodas,0.0,-0.0,,,,
46.896,mega,,,0,0,,
46.935,rodas,0.0,-0.0,,,,
46.936,rodas,0.0,-0.0,,,,
46.936,rodas,0.0,-0.0,,,,
46.995,rodas,0.0,-0.0,,,,
46.996,rodas,0.0,-0.0,,,,
46.996,mega,,,0,0,,
47.035,rodas,0.0,-0.0,,,,
