t,x,y,yaw,v_ped,wz_ped,v_ent,wz_ent,v_real,wz_real
23.72,1.2837914876300651,2.38148017434831,-1.6077204272033736,0.4175620707424793,0.5676192011543433,0.4175620707424793,0.5676192011543433,0.28018577941486883,0.11150326973901295
23.74,1.2834001213800277,2.375909019964266,-1.6053686264687093,0.4175620707424793,0.5676192011543433,0.4175620707424793,0.5676192011543433,0.27924419739952616,0.11759003673321973
23.76,1.2830218584092992,2.370336960633721,-1.603016825296046,0.4161085684125188,0.5698593949681753,0.4161085684125188,0.5698593949681753,0.2792441944702089,0.11759005863314734
23.78,1.282653242910548,2.364771501862311,-1.6006182439451935,0.4161085684125188,0.5698593949681753,0.4161085684125188,0.5698593949681753,0.27888263087805243,0.119929067542626
23.8,1.282297977653255,2.3592051749705623,-1.5982196624501859,0.4223205392902155,0.5573072412438911,0.4161085684125188,0.5698593949681753,0.27888262974254024,0.11992907475038261
23.82,1.2819560646971968,2.353638011959226,-1.5958210809943412,0.4223205392902155,0.5573072412438911,0.4223205392902155,0.5573072412438911,0.27888262972221156,0.11992907279223786
23.84,1.2816309526786374,2.348060206521478,-1.5934842711506232,0.4223205392902155,0.5573072412438911,0.4223205392902155,0.5573072412438911,0.27936361308331975,0.11684049218590147
23.86,1.2813284741648807,2.3424632598324635,-1.5912631246884497,0.4208137848705706,0.5593429031906162,0.4208137848705706,0.5593429031906162,0.28025571131983895,0.11105732310867882
23.88,1.2810394477603135,2.3368641803357537,-1.589051270271765,0.4208137848705706,0.5593429031906162,0.4208137848705706,0.5593429031906162,0.2803267177465178,0.11059272083423735
23.9,1.2807628063908028,2.3312644752735556,-1.5868394157251815,0.4149128265388407,0.5706509473702627,0.4149128265388407,0.5706509473702627,0.28032671666705733,0.11059272732917527
23.92,1.2804985514249219,2.3256641720193407,-1.5846275612238168,0.4149128265388407,0.5706509473702627,0.4149128265388407,0.5706509473702627,0.28032671664574216,0.11059272506821974
23.94,1.2802302637217766,2.3200971497272977,-1.582201999317144,0.4149128265388407,0.5706509473702627,0.4149128265388407,0.5706509473702627,0.27867416229246894,0.121278095333646
23.96,1.2799754798874026,2.3145294931689704,-1.5797764366302136,0.41377552330530737,0.5725410925890897,0.41377552330530737,0.5725410925890897,0.27867415718785865,0.12127813434651671
23.98,1.279731219829798,2.308967304854804,-1.5773124616203817,0.41377552330530737,0.5725410925890897,0.41377552330530737,0.5725410925890897,0.2783774497781327,0.12319875049159588
24.0,1.2795006655854426,2.3034045315941256,-1.5748484865191459,0.41377552330530737,0.5725410925890897,0.41377552330530737,0.5725410925890897,0.27837744884109566,0.12319875506179563
24.02,1.2792838185671496,2.2978412071406464,-1.5723845114786457,0.41037092142668985,0.5784235812928121,0.41037092142668985,0.5784235812928121,0.27837744881735355,0.1231987520250137
24.04,1.27907135672115,2.292295992354139,-1.5698022199304358,0.41037092142668985,0.5784235812928121,0.41037092142668985,0.5784235812928121,0.277464173653586,0.12911457741049678
24.06,1.2788732148731181,2.28675024747591,-1.5672199278851935,0.40901919339392234,0.5802925224951537,0.40901919339392234,0.5802925224951537,0.27746417086871816,0.12911460226211754
24.08,1.2786860402216786,2.281210623877765,-1.5645955106516876,0.40901919339392234,0.5802925224951537,0.40901919339392234,0.5802925224951537,0.2771392427971281,0.13122086167529917
24.1,1.2785134044641069,2.2756705281537015,-1.56197109319631,0.40527123356868955,0.5864677528662396,0.40527123356868955,0.5864677528662396,0.277139241792692,0.13122087276885744
24.12,1.2783553088045219,2.2701299984410337,-1.5593466756860728,0.40527123356868955,0.5864677528662396,0.40527123356868955,0.5864677528662396,0.2771392417835121,0.13122087551186437
24.14,1.2782013293798693,2.264609231783294,-1.5565933490852721,0.40527123356868955,0.5864677528662396,0.40527123356868955,0.5864677528662396,0.2761456778243509,0.13766633004003453
24.16,1.278062550947844,2.2590880621584897,-1.553840021928734,0.4033171173576314,0.5884303335168917,0.4033171173576314,0.5884303335168917,0.2761456747762785,0.13766635782690737
24.18,1.2779345810670595,2.253574911983379,-1.5510329472145679,0.4033171173576314,0.5884303335168917,0.4033171173576314,0.5884303335168917,0.2757317588876558,0.14035373570831255
24.2,1.2778220874739463,2.248061424334475,-1.548225872242668,0.39995968759588446,0.5937090068359682,0.39995968759588446,0.5937090068359682,0.2757317576155766,0.14035374859499317
24.22,1.2777250710740222,2.2425476426305013,-1.545418797225618,0.39995968759588446,0.5937090068359682,0.39995968759588446,0.5937090068359682,0.2757317576056942,0.14035375085250956
24.24,1.2776340081364779,2.237051408579925,-1.5424970612556783,0.39995968759588446,0.5937090068359682,0.39995968759588446,0.5937090068359682,0.2748494187610224,0.14608679849698358
24.26,1.2775590040696188,2.231554931981816,-1.5395753247983666,0.3984840240363892,0.594992261427326,0.3984840240363892,0.594992261427326,0.27484941606084506,0.14608682286556476
24.28,1.2774967731455247,2.226064314566446,-1.5366144567386042,0.3984840240363892,0.594992261427326,0.3984840240363892,0.594992261427326,0.2745485034100687,0.14804340298812152
24.3,1.277450799449426,2.2205735369797885,-1.533653588491157,0.3984840240363892,0.594992261427326,0.3984840240363892,0.594992261427326,0.27454850248577306,0.14804341237235932
24.32,1.2774210833983384,2.21508264733958,-1.53069272021107,0.4067870497829887,0.579480298589024,0.4067870497829887,0.579480298589024,0.2745485024756269,0.1480434140043539
24.34,1.2774135410958585,2.209581142574964,-1.5278003934944648,0.4067870497829887,0.579480298589024,0.4067870497829887,0.579480298589024,0.2750754967341759,0.14461633583026406
24.36,1.2774332997942428,2.20405922942253,-1.5250408202619714,0.40817945980480974,0.5764421041655519,0.40817945980480974,0.5764421041655519,0.2760974251472962,0.13797866162467437
24.38,1.2774794308604358,2.1985175384720756,-1.5224105690366518,0.40817945980480974,0.5764421041655519,0.40817945980480974,0.5764421041655519,0.27709414765389495,0.1315125612659812
24.4,1.2775431619810447,2.1929705335380394,-1.519815881449715,0.40817945980480974,0.5764421041655519,0.40817945980480974,0.5764421041655519,0.2773685517229647,0.12973437934684917
24.42,1.2776212856152918,2.18742371263868,-1.5172211938462068,0.3999037638872728,0.5909493737128121,0.3999037638872728,0.5909493737128121,0.2773685517131894,0.12973438017538555
24.44,1.277687849976336,2.1819224966267527,-1.5143295553053493,0.3999037638872728,0.5909493737128121,0.3999037638872728,0.5909493737128121,0.2750809354719391,0.1445819270428781
24.46,1.2777703214689042,2.1764214962307595,-1.5114379156107092,0.39923685819396976,0.5923097564920177,0.39923685819396976,0.5923097564920177,0.2750809285637831,0.1445819847320093
24.48,1.2778663662664684,2.1709247820322077,-1.5085198513713247,0.39923685819396976,0.5923097564920177,0.39923685819396976,0.5923097564920177,0.27487766180476264,0.14590321196922584
24.5,1.2779784503753682,2.1654283715403517,-1.5056017868477138,0.39923685819396976,0.5923097564920177,0.39923685819396976,0.5923097564920177,0.2748776597981997,0.14590322618054685
24.52,1.2781065728471925,2.159932311554523,-1.5026837220865317,0.39541915134053535,0.5977542974675761,0.39541915134053535,0.5977542974675761,0.2748776579481087,0.14590323805911162
