t_wall,topic,vx,wz,px,py,extra
1787273175.730,/compensador_rumo/cmd_vel,0.0000,0.0000,,,
1787273175.730,/cmd_vel_bruto,0.0000,0.0000,,,
1787273175.731,/hoverboard_base_controller/cmd_vel,0.0000,0.0000,,,
1787273175.745,odom,0.0000,0.0000,6.140,10.000,
1787273175.766,odom,0.0000,0.0000,6.140,10.000,
1787273175.768,/auto_vel_raw,0.0000,0.0000,,,
1787273175.788,odom,0.0000,0.0000,6.140,10.000,
1787273175.798,/auto_vel,0.0000,0.0000,,,
1787273175.799,/compensador_rumo/cmd_vel,0.0000,0.0000,,,
1787273175.799,/cmd_vel_bruto,0.0000,0.0000,,,
1787273175.800,/hoverboard_base_controller/cmd_vel,0.0000,0.0000,,,
1787273175.807,odom,0.0000,0.0000,6.140,10.000,
1787273175.817,/auto_vel_raw,0.0000,0.0000,,,
1787273175.827,odom,0.0000,0.0000,6.140,10.000,
1787273175.828,/auto_vel,0.0000,0.0000,,,
1787273175.828,/compensador_rumo/cmd_vel,0.0000,0.0000,,,
1787273175.829,/hoverboard_base_controller/cmd_vel,0.0000,0.0000,,,
1787273175.829,/cmd_vel_bruto,0.0000,0.0000,,,
1787273175.848,odom,0.0000,0.0000,6.140,10.000,
1787273175.869,/auto_vel_raw,0.0000,0.0000,,,
1787273175.869,odom,0.0000,0.0000,6.140,10.000,
1787273175.891,odom,0.0000,0.0000,6.140,10.000,
1787273175.909,odom,0.0000,0.0000,6.140,10.000,
1787273175.920,/auto_vel_raw,0.0000,0.0000,,,
1787273175.930,odom,0.0000,0.0000,6.140,10.000,
1787273175.950,odom,0.0000,0.0000,6.140,10.000,
1787273175.970,odom,0.0000,0.0000,6.140,10.000,
1787273175.972,/auto_vel_raw,0.0000,0.0000,,,
1787273175.996,odom,0.0000,0.0000,6.140,10.000,
1787273176.025,odom,0.0000,0.0000,6.140,10.000,
1787273176.037,/auto_vel_raw,0.0000,0.0000,,,
1787273176.047,odom,0.0000,0.0000,6.140,10.000,
1787273176.065,odom,0.0000,0.0000,6.140,10.000,
1787273176.085,/auto_vel_raw,0.0000,0.0000,,,
1787273176.090,odom,0.0000,0.0000,6.140,10.000,
1787273176.129,odom,0.0000,0.0000,6.140,10.000,
1787273176.152,odom,0.0000,0.0000,6.140,10.000,
1787273176.169,/auto_vel_raw,0.0000,0.0000,,,
1787273176.179,odom,0.0000,0.0000,6.140,10.000,
1787273176.203,odom,0.0000,0.0000,6.140,10.000,
1787273176.226,odom,0.0000,0.0000,6.140,10.000,
1787273176.230,/auto_vel_raw,0.0000,0.0000,,,
1787273176.264,odom,0.0000,0.0000,6.140,10.000,
1787273176.289,odom,0.0000,0.0000,6.140,10.000,
1787273176.305,/auto_vel_raw,0.0000,0.0000,,,
1787273176.315,odom,0.0000,0.0000,6.140,10.000,
1787273176.335,odom,0.0000,0.0000,6.140,10.000,
1787273176.357,odom,0.0000,0.0000,6.140,10.000,
