t,fonte,key,mux,roda
67.7393,mux,0.0,0.0,0.0
67.7807,roda,0.0,0.0,0.0
67.7891,key,0.0,0.0,0.0
67.7895,mux,0.0,0.0,0.0
67.8391,key,0.0,0.0,0.0
67.8395,mux,0.0,0.0,0.0
67.8808,roda,0.0,0.0,0.0
67.8891,key,0.0,0.0,0.0
67.8894,mux,0.0,0.0,0.0
67.9391,key,0.0,0.0,0.0
67.9395,mux,0.0,0.0,0.0
67.9807,roda,0.0,0.0,0.0
67.9891,key,0.0,0.0,0.0
67.9895,mux,0.0,0.0,0.0
68.0391,key,0.0,0.0,0.0
68.0394,mux,0.0,0.0,0.0
68.0809,roda,0.0,0.0,0.0
68.0891,key,0.0,0.0,0.0
68.0895,mux,0.0,0.0,0.0
68.1391,key,0.0,0.0,0.0
68.1395,mux,0.0,0.0,0.0
68.1808,roda,0.0,0.0,0.0
68.1891,key,0.0,0.0,0.0
68.1895,mux,0.0,0.0,0.0
68.2391,key,0.0,0.0,0.0
68.2395,mux,0.0,0.0,0.0
68.2807,roda,0.0,0.0,0.0
68.2892,key,0.0,0.0,0.0
68.2895,mux,0.0,0.0,0.0
68.3391,key,0.0,0.0,0.0
68.3395,mux,0.0,0.0,0.0
68.3807,roda,0.0,0.0,0.0
68.389,key,0.0,0.0,0.0
68.3893,mux,0.0,0.0,0.0
68.439,key,0.0,0.0,0.0
68.4395,mux,0.0,0.0,0.0
68.4807,roda,0.0,0.0,0.0
68.489,key,0.0,0.0,0.0
