i,angulo,alcance,x,y,ate_parede
65,-2.0071,2.288,-7.457,-4.576,0.45
66,-1.9897,2.27,-7.414,-4.576,0.447
67,-1.9722,2.284,-7.383,-4.605,0.381
68,-1.9548,3.025,-7.622,-5.308,0.18
69,-1.9373,2.262,-7.301,-4.613,0.364
70,-1.9199,2.217,-7.249,-4.585,0.403
71,-1.9024,2.204,-7.208,-4.585,0.4
72,-1.885,2.749,-7.339,-5.117,0.0
73,-1.8675,2.189,-7.13,-4.595,0.4
74,-1.85,2.18,-7.091,-4.597,0.4
75,-1.8326,2.164,-7.05,-4.592,0.4
76,-1.8151,2.696,-7.141,-5.117,0.0
77,-1.7977,2.16,-6.976,-4.606,0.35
78,-1.7802,2.146,-6.937,-4.601,0.4
79,-1.7628,2.179,-6.906,-4.64,0.35
80,-1.7453,2.182,-6.869,-4.65,0.35
81,-1.7279,2.463,-6.875,-4.934,0.05
82,-1.7104,2.182,-6.794,-4.661,0.3
83,-1.693,2.173,-6.755,-4.657,0.3
84,-1.6755,2.168,-6.717,-4.656,0.3
85,-1.6581,2.415,-6.7,-4.907,0.05
86,-1.6406,2.113,-6.638,-4.608,0.35
87,-1.6232,2.107,-6.601,-4.604,0.35
88,-1.6057,2.106,-6.564,-4.605,0.35
89,-1.5882,2.153,-6.528,-4.653,0.3
90,-1.5708,2.109,-6.49,-4.609,0.35
91,-1.5533,2.126,-6.453,-4.626,0.35
92,-1.5359,2.202,-6.413,-4.7,0.3
93,-1.5184,2.115,-6.38,-4.612,0.35
94,-1.501,2.121,-6.342,-4.615,0.35
95,-1.4835,2.124,-6.305,-4.615,0.35
96,-1.4661,2.156,-6.265,-4.644,0.35
97,-1.4486,2.167,-6.226,-4.65,0.35
98,-1.4312,2.177,-6.187,-4.655,0.3
99,-1.4137,2.187,-6.148,-4.659,0.3
100,-1.3963,2.286,-6.093,-4.75,0.25
101,-1.3788,2.205,-6.069,-4.664,0.3
102,-1.3614,2.125,-6.049,-4.578,0.4
103,-1.3439,2.062,-6.027,-4.508,0.447
104,-1.3265,2.07,-5.99,-4.507,0.427
105,-1.309,2.06,-5.957,-4.489,0.474
106,-1.2915,2.061,-5.922,-4.48,0.461
107,-1.2741,2.071,-5.885,-4.479,0.453
108,-1.2566,2.068,-5.852,-4.465,0.453
109,-1.2392,2.297,-5.742,-4.67,0.25
110,-1.2217,2.276,-5.712,-4.636,0.3
111,-1.2043,2.503,-5.593,-4.835,0.1
112,-1.1868,2.49,-5.557,-4.807,0.1
113,-1.1694,2.434,-5.539,-4.738,0.2
114,-1.1519,2.269,-5.568,-4.57,0.35
115,-1.1345,2.251,-5.539,-4.538,0.4
116,-1.117,2.249,-5.505,-4.519,0.4
117,-1.0996,2.252,-5.468,-4.504,0.4
118,-1.0821,2.265,-5.427,-4.497,0.45
119,-1.0647,2.279,-5.386,-4.491,0.45
120,-1.0472,2.291,-5.345,-4.482,0.45
121,-1.0297,2.298,-5.307,-4.467,0.45
122,-1.0123,2.704,-5.057,-4.789,0.15
123,-0.9948,3.042,-4.833,-5.047,0.0
124,-0.9774,2.736,-4.96,-4.765,0.15
125,-0.9599,2.76,-4.907,-4.757,0.15
126,-0.9425,2.609,-4.957,-4.607,0.3
127,-0.925,2.626,-4.91,-4.594,0.35
128,-0.9076,2.633,-4.87,-4.571,0.35
129,-0.8901,2.693,-4.796,-4.589,0.35
130,-0.8727,2.769,-4.71,-4.617,0.3
131,-0.8552,2.849,-4.621,-4.645,0.3
132,-0.8378,3.816,-3.935,-5.33,0.3
133,-0.8203,3.023,-4.428,-4.706,0.15
134,-0.8029,3.081,-4.35,-4.711,0.15
135,-0.7854,3.276,-4.174,-4.811,0.05
136,-0.7679,3.402,-4.042,-4.858,0.0
137,-0.7505,3.534,-3.905,-4.904,0.0
138,-0.733,3.475,-3.907,-4.819,0.05
139,-0.7156,3.4,-3.924,-4.725,0.15
140,-0.6981,3.073,-4.137,-4.469,0.4
141,-0.6807,3.086,-4.093,-4.436,0.45
142,-0.6632,3.043,-4.093,-4.368,0.5
143,-0.6458,3.016,-4.082,-4.309,
144,-0.6283,2.999,-4.065,-4.257,
145,-0.6109,2.991,-4.041,-4.21,
146,-0.5934,3.009,-3.997,-4.176,
147,-0.576,3.197,-3.81,-4.235,
148,-0.5585,3.327,-3.669,-4.256,
149,-0.5411,4.339,-2.771,-4.726,0.1
150,-0.5236,4.878,-2.265,-4.929,0.0
151,-0.5061,4.811,-2.282,-4.822,0.0
152,-0.4887,3.995,-2.963,-4.367,0.45
153,-0.4712,3.964,-2.959,-4.291,
154,-0.4538,3.93,-2.959,-4.214,
155,-0.4363,3.93,-2.93,-4.152,
156,-0.4189,3.909,-2.92,-4.081,
157,-0.4014,3.92,-2.884,-4.023,
158,-0.384,3.852,-2.92,-3.934,
159,-0.3665,3.831,-2.915,-3.864,
160,-0.3491,3.808,-2.914,-3.794,
161,-0.3316,3.786,-2.913,-3.724,
162,-0.3142,3.768,-2.909,-3.656,
163,-0.2967,3.785,-2.873,-3.598,
164,-0.2793,3.961,-2.685,-3.583,
165,-0.2618,4.673,-1.978,-3.699,
166,-0.2443,3.882,-2.726,-3.43,
167,-0.2269,3.832,-2.76,-3.353,
168,-0.2094,3.825,-2.752,-3.286,0.45
169,-0.192,3.815,-2.749,-3.219,0.4
170,-0.1745,3.811,-2.741,-3.153,0.35
171,-0.1571,3.836,-2.705,-3.091,0.25
172,-0.1396,3.853,-2.679,-3.027,0.2
173,-0.1222,4.138,-2.387,-2.994,0.18
174,-0.1047,4.13,-2.387,-2.922,0.141
175,-0.0873,4.125,-2.386,-2.85,0.05
176,-0.0698,4.125,-2.38,-2.778,0.0
177,-0.0524,4.127,-2.373,-2.706,0.0
178,-0.0349,4.128,-2.369,-2.634,0.05
179,-0.0175,4.133,-2.363,-2.562,0.1
180,-0.0,4.488,-2.007,-2.489,0.15
181,0.0175,4.366,-2.13,-2.413,0.2
182,0.0349,4.387,-2.111,-2.336,0.3
183,0.0524,4.629,-1.873,-2.247,0.4
184,0.0698,4.644,-1.864,-2.165,0.45
185,0.0873,4.651,-1.863,-2.083,
186,0.1047,4.664,-1.858,-2.001,
187,0.1222,4.685,-1.846,-1.918,
188,0.1396,4.695,-1.848,-1.835,
189,0.1571,4.709,-1.846,-1.752,
190,0.1745,4.727,-1.842,-1.668,
191,0.192,4.748,-1.837,-1.583,
192,0.2094,4.764,-1.838,-1.498,
193,0.2269,4.796,-1.825,-1.41,
194,0.2443,7.236,0.521,-0.733,
195,0.2618,7.269,0.522,-0.602,
196,0.2793,7.115,0.339,-0.522,
197,0.2967,3.049,-3.582,-1.601,
198,0.3142,3.055,-3.592,-1.549,
199,0.3316,3.081,-3.585,-1.49,
200,0.3491,3.091,-3.593,-1.436,
201,0.3665,3.105,-3.599,-1.38,0.5
202,0.384,3.117,-3.608,-1.325,0.5
203,0.4014,2.832,-3.891,-1.387,0.25
204,0.4189,2.863,-3.882,-1.329,0.25
205,0.4363,2.873,-3.895,-1.28,0.25
206,0.4538,2.813,-3.97,-1.261,0.15
207,0.4712,2.176,-4.559,-1.507,0.35
208,0.4887,2.162,-4.589,-1.48,0.35
209,0.5061,2.134,-4.631,-1.461,0.4
210,0.5236,2.141,-4.644,-1.425,0.381
211,0.5411,2.209,-4.605,-1.358,0.364
212,0.5585,2.149,-4.676,-1.357,0.412
213,0.576,2.118,-4.722,-1.342,0.453
214,0.5934,2.137,-4.727,-1.301,0.45
215,0.6109,2.088,-4.788,-1.299,0.5
216,0.6283,2.091,-4.807,-1.267,
217,0.6458,2.091,-4.828,-1.237,
218,0.6632,2.127,-4.822,-1.186,
219,0.6807,1.851,-5.06,-1.332,
220,0.6981,1.844,-5.085,-1.311,
221,0.7156,1.796,-5.143,-1.319,
222,0.733,1.752,-5.196,-1.324,
223,0.7505,1.709,-5.249,-1.332,
224,0.7679,1.715,-5.265,-1.306,
225,0.7854,1.696,-5.299,-1.298,
226,0.8029,1.709,-5.311,-1.268,
227,0.8203,1.73,-5.319,-1.232,
228,0.8378,1.719,-5.349,-1.22,
229,0.8552,1.798,-5.319,-1.14,
230,0.8727,1.776,-5.357,-1.137,
231,0.8901,1.743,-5.402,-1.142,
232,0.9076,1.858,-5.355,-1.033,
233,0.925,1.725,-5.461,-1.12,
234,0.9425,1.7,-5.499,-1.122,
235,0.9599,1.65,-5.552,-1.146,
236,0.9774,1.704,-5.546,-1.085,
237,0.9948,1.628,-5.612,-1.133,
238,1.0123,1.604,-5.649,-1.138,
239,1.0297,1.588,-5.681,-1.136,
240,1.0472,1.694,-5.652,-1.031,
241,1.0647,1.577,-5.734,-1.119,
242,1.0821,1.557,-5.768,-1.124,
243,1.0996,1.543,-5.798,-1.124,
244,1.117,1.656,-5.773,-1.01,
245,1.1345,1.542,-5.847,-1.101,
246,1.1519,1.957,-5.704,-0.711,
247,1.1694,1.675,-5.845,-0.956,
248,1.1868,1.882,-5.795,-0.753,
249,1.2043,1.952,-5.8,-0.676,
250,1.2217,1.837,-5.871,-0.772,
251,1.2392,1.825,-5.905,-0.773,
252,1.2566,1.815,-5.939,-0.772,
253,1.2741,1.811,-5.97,-0.767,
254,1.2915,1.802,-6.003,-0.766,
255,1.309,1.787,-6.037,-0.773,
256,1.3265,1.784,-6.068,-0.768,
257,1.3439,1.78,-6.099,-0.765,
258,1.3614,1.773,-6.131,-0.765,
259,1.3788,1.766,-6.163,-0.766,
260,1.3963,1.764,-6.193,-0.762,
261,1.4137,1.753,-6.225,-0.768,
262,1.4312,1.751,-6.256,-0.766,
263,1.4486,1.749,-6.287,-0.764,
264,1.4661,1.75,-6.317,-0.759,
265,1.4835,1.748,-6.347,-0.758,
266,1.501,1.746,-6.378,-0.758,
267,1.5184,1.775,-6.407,-0.727,
268,1.5359,2.373,-6.418,-0.128,
269,1.5533,2.322,-6.461,-0.178,
270,1.5708,2.323,-6.501,-0.177,
271,1.5882,2.318,-6.541,-0.182,
272,1.6057,2.381,-6.584,-0.121,
273,1.6232,2.321,-6.622,-0.183,
274,1.6406,2.345,-6.665,-0.161,
275,1.6581,2.403,-6.711,-0.107,
276,1.6755,2.376,-6.75,-0.137,
277,1.693,2.344,-6.787,-0.174,
278,1.7104,2.394,-6.834,-0.13,
279,1.7279,2.44,-6.883,-0.091,
280,1.7453,2.443,-6.926,-0.095,
281,1.7628,2.449,-6.969,-0.097,
282,1.7802,2.468,-7.014,-0.088,
283,1.7977,2.243,-7.005,-0.316,
284,1.8151,2.134,-7.017,-0.43,
285,1.8326,1.996,-7.017,-0.573,
286,1.85,1.903,-7.025,-0.672,
287,1.8675,1.871,-7.047,-0.712,
288,1.885,1.874,-7.079,-0.719,
289,1.9024,1.883,-7.113,-0.721,
290,1.9199,1.888,-7.146,-0.727,
291,1.9373,1.904,-7.182,-0.724,
292,1.9548,1.63,-7.11,-0.99,
293,1.9722,1.55,-7.105,-1.074,
294,1.9897,1.545,-7.127,-1.09,
295,2.0071,1.443,-7.109,-1.193,
296,2.0246,1.419,-7.121,-1.226,
297,2.042,1.39,-7.129,-1.263,
298,2.0595,1.399,-7.155,-1.266,
299,2.0769,1.379,-7.167,-1.296,
300,2.0944,1.394,-7.196,-1.294,
301,2.1118,1.403,-7.221,-1.299,
302,2.1293,1.417,-7.249,-1.3,
303,2.1468,1.417,-7.27,-1.313,
304,2.1642,1.425,-7.295,-1.32,
305,2.1817,1.44,-7.324,-1.322,
306,2.1991,1.418,-7.332,-1.355,
307,2.2166,1.427,-7.357,-1.363,
308,2.234,1.478,-7.408,-1.338,
309,2.2515,1.465,-7.42,-1.364,
310,2.2689,1.508,-7.467,-1.347,
311,2.2864,1.565,-7.525,-1.321,
312,2.3038,2.21,-7.978,-0.861,
313,2.3213,1.829,-7.746,-1.165,
314,2.3387,1.812,-7.757,-1.2,
315,2.3562,1.833,-7.795,-1.207,
316,2.3736,1.834,-7.818,-1.229,
317,2.3911,2.314,-8.191,-0.926,
318,2.4086,1.849,-7.872,-1.266,
319,2.426,1.847,-7.893,-1.291,
320,2.4435,1.842,-7.909,-1.319,
321,2.4609,1.843,-7.93,-1.344,
322,2.4784,2.181,-8.218,-1.161,
323,2.4958,1.845,-7.971,-1.393,
324,2.5133,1.623,-7.811,-1.549,
325,2.5307,1.523,-7.745,-1.629,
326,2.5482,1.838,-8.021,-1.476,
327,2.5656,1.503,-7.758,-1.685,
328,2.5831,1.466,-7.74,-1.726,
329,2.6005,1.45,-7.74,-1.756,
330,2.618,1.446,-7.749,-1.78,
331,2.6354,1.435,-7.752,-1.807,
332,2.6529,1.433,-7.763,-1.83,
333,2.6704,1.424,-7.765,-1.857,
334,2.6878,1.404,-7.758,-1.888,
335,2.7053,1.387,-7.754,-1.917,
336,2.7227,1.44,-7.812,-1.918,
337,2.7402,1.374,-7.761,-1.966,
338,2.7576,1.36,-7.758,-1.993,
339,2.7751,1.356,-7.762,-2.017,
340,2.7925,1.361,-7.775,-2.038,
341,2.81,1.352,-7.775,-2.063,
342,2.8274,1.348,-7.778,-2.087,
343,2.8449,1.342,-7.779,-2.111,
344,2.8623,1.339,-7.783,-2.134,
345,2.8798,1.328,-7.779,-2.159,
346,2.8972,1.329,-7.786,-2.182,
347,2.9147,1.311,-7.774,-2.208,
348,2.9322,1.32,-7.788,-2.229,
349,2.9496,1.315,-7.787,-2.252,0.5
350,2.9671,1.306,-7.782,-2.276,0.5
351,2.9845,1.306,-7.786,-2.299,0.5
352,3.002,1.309,-7.792,-2.321,0.45
353,3.0194,1.297,-7.783,-2.345,0.45
354,3.0369,1.302,-7.791,-2.367,0.4
355,3.0543,1.291,-7.782,-2.391,0.4
356,3.0718,1.292,-7.785,-2.413,0.35
357,3.0892,1.296,-7.789,-2.435,0.35
358,3.1067,1.288,-7.783,-2.458,0.3
359,3.1241,1.293,-7.788,-2.481,0.3
