t_s,hex
48.0198,aa550108000088ff000088ff09
48.0693,aa550108000088ff000088ff09
48.1196,aa550108000000000000000009
50.1208,aa55010800ff000000ff000009
50.1707,aa55010800ff000000ff000009
50.2197,aa55010800ff000000ff000009
50.2696,aa55010800ff000000ff000009
50.3191,aa55010800ff000000ff000009
50.3692,aa55010800ff000000ff000009
50.4193,aa55010800ff000000ff000009
50.4708,aa55010800ff000000ff000009
50.5208,aa55010800ff000000ff000009
50.5708,aa55010800ff000000ff000009
50.6209,aa55010800ff000000ff000009
50.6709,aa55010800ff000000ff000009
50.7208,aa55010800ff000000ff000009
50.7707,aa55010800ff000000ff000009
50.8200,aa55010800ff000000ff000009
50.8708,aa55010800ff000000ff000009
50.9207,aa55010800ff000000ff000009
50.9695,aa55010800ff000000ff000009
51.0194,aa55010800ff000000ff000009
51.0691,aa55010800ff000000ff000009
51.1195,aa55010800ff000000ff000009
51.1695,aa55010800ff000000ff000009
51.2207,aa55010800ff000000ff000009
51.2708,aa55010800ff000000ff000009
51.3206,aa55010800ff000000ff000009
51.3707,aa55010800ff000000ff000009
51.4205,aa55010800ff000000ff000009
51.4707,aa55010800ff000000ff000009
51.5206,aa55010800ff000000ff000009
51.5707,aa55010800ff000000ff000009
51.6206,aa55010800ff000000ff000009
51.6707,aa55010800ff000000ff000009
51.7194,aa55010800ff000000ff000009
51.7693,aa55010800ff000000ff000009
51.8193,aa55010800ff000000ff000009
51.8692,aa55010800ff000000ff000009
51.9204,aa55010800ff000000ff000009
51.9708,aa55010800ff000000ff000009
52.0207,aa55010800ff000000ff000009
52.0708,aa55010800ff000000ff000009
52.1208,aa55010800ff000000ff000009
52.1707,aa55010800ff000000ff000009
52.2207,aa55010800ff000000ff000009
52.2708,aa55010800ff000000ff000009
52.3206,aa55010800ff000000ff000009
52.3705,aa55010800ff000000ff000009
52.4207,aa55010800ff000000ff000009
52.4699,aa55010800ff000000ff000009
52.5191,aa55010800ff000000ff000009
52.5700,aa55010800ff000000ff000009
52.6191,aa55010800ff000000ff000009
52.6693,aa55010800ff000000ff000009
52.7207,aa55010800ff000000ff000009
52.7707,aa55010800ff000000ff000009
52.8206,aa55010800ff000000ff000009
52.8707,aa55010800ff000000ff000009
52.9206,aa55010800ff000000ff000009
52.9707,aa55010800ff000000ff000009
53.0207,aa55010800ff000000ff000009
53.0706,aa55010800ff000000ff000009
53.1206,aa550108000000000000000009
55.1209,aa55010800ff000000ff000009
55.1215,aa550108000088ff000088ff09
55.1715,aa550108000088ff000088ff09
55.2215,aa550108000088ff000088ff09
55.2714,aa550108000088ff000088ff09
55.3214,aa550108000088ff000088ff09
55.3714,aa550108000088ff000088ff09
55.4215,aa550108000088ff000088ff09
55.4714,aa550108000088ff000088ff09
55.5215,aa550108000088ff000088ff09
55.5701,aa550108000088ff000088ff09
55.6195,aa550108000088ff000088ff09
55.6707,aa550108000088ff000088ff09
55.7199,aa550108000088ff000088ff09
55.7695,aa550108000088ff000088ff09
55.8211,aa550108000088ff000088ff09
55.8713,aa550108000088ff000088ff09
55.9212,aa550108000088ff000088ff09
55.9713,aa550108000088ff000088ff09
56.0214,aa550108000088ff000088ff09
56.0715,aa550108000088ff000088ff09
56.1215,aa550108000088ff000088ff09
56.1712,aa550108000088ff000088ff09
56.2215,aa550108000088ff000088ff09
56.2714,aa550108000088ff000088ff09
56.3197,aa550108000088ff000088ff09
56.3696,aa550108000088ff000088ff09
56.4198,aa550108000088ff000088ff09
56.4694,aa550108000088ff000088ff09
56.5195,aa550108000088ff000088ff09
56.5713,aa550108000088ff000088ff09
56.6213,aa550108000088ff000088ff09
56.6713,aa550108000088ff000088ff09
56.7213,aa550108000088ff000088ff09
56.7714,aa550108000088ff000088ff09
56.8213,aa550108000088ff000088ff09
56.8715,aa550108000088ff000088ff09
56.9212,aa550108000088ff000088ff09
56.9714,aa550108000088ff000088ff09
57.0213,aa550108000088ff000088ff09
57.0702,aa550108000088ff000088ff09
57.1199,aa550108000088ff000088ff09
57.1696,aa550108000088ff000088ff09
57.2199,aa550108000088ff000088ff09
57.2698,aa550108000088ff000088ff09
57.3209,aa550108000088ff000088ff09
57.3714,aa550108000088ff000088ff09
57.4214,aa550108000088ff000088ff09
57.4713,aa550108000088ff000088ff09
57.5213,aa550108000088ff000088ff09
57.5714,aa550108000088ff000088ff09
57.6212,aa550108000088ff000088ff09
57.6712,aa550108000088ff000088ff09
57.7212,aa550108000088ff000088ff09
57.7713,aa550108000088ff000088ff09
57.8197,aa550108000088ff000088ff09
57.8705,aa550108000088ff000088ff09
57.9202,aa550108000088ff000088ff09
57.9698,aa550108000088ff000088ff09
58.0198,aa550108000088ff000088ff09
58.0708,aa550108000088ff000088ff09
58.1209,aa550108000000000000000009
58.4708,aa55010800ff000000ff000009
58.5208,aa55010800ff000000ff000009
58.5704,aa55010800ff000000ff000009
58.6202,aa55010800ff000000ff000009
58.6699,aa55010800ff000000ff000009
58.7194,aa55010800ff000000ff000009
58.7696,aa55010800ff000000ff000009
58.8202,aa55010800ff000000ff000009
58.8708,aa55010800ff000000ff000009
58.9207,aa55010800ff000000ff000009
58.9708,aa55010800ff000000ff000009
59.0206,aa55010800ff000000ff000009
59.0707,aa55010800ff000000ff000009
59.1206,aa55010800ff000000ff000009
59.1706,aa55010800ff000000ff000009
59.2206,aa55010800ff000000ff000009
59.2707,aa55010800ff000000ff000009
59.3202,aa55010800ff000000ff000009
59.3694,aa55010800ff000000ff000009
59.4193,aa55010800ff000000ff000009
59.4694,aa55010800ff000000ff000009
59.5194,aa55010800ff000000ff000009
59.5693,aa55010800ff000000ff000009
59.6204,aa55010800ff000000ff000009
59.6705,aa55010800ff000000ff000009
59.7208,aa55010800ff000000ff000009
59.7708,aa55010800ff000000ff000009
59.8206,aa55010800ff000000ff000009
59.8706,aa55010800ff000000ff000009
59.9206,aa55010800ff000000ff000009
59.9705,aa55010800ff000000ff000009
60.0206,aa55010800ff000000ff000009
60.0706,aa55010800ff000000ff000009
60.1210,aa55010800ff000000ff000009
60.1704,aa55010800ff000000ff000009
60.2198,aa55010800ff000000ff000009
60.2701,aa55010800ff000000ff000009
60.3196,aa55010800ff000000ff000009
60.3707,aa55010800ff000000ff000009
60.4207,aa55010800ff000000ff000009
60.4707,aa55010800ff000000ff000009
60.5208,aa55010800ff000000ff000009
60.5707,aa55010800ff000000ff000009
