dente,fase,t,cmd_v,v_esq,v_dir,x,y,yaw
0,para,2.6548819541931152,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.655132293701172,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.6557140350341797,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.6559276580810547,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.6563897132873535,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.6565771102905273,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.6570239067077637,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.6571991443634033,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.6576035022735596,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.657762050628662,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.658153772354126,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.6583142280578613,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.658705234527588,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.658867597579956,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.659255027770996,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.659405469894409,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.6597678661346436,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.6599152088165283,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.6602559089660645,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.660396099090576,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.6658923625946045,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.6714112758636475,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.6770873069763184,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.682687520980835,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.6881070137023926,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.6935207843780518,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.6989328861236572,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.704533338546753,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.710171699523926,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.7157187461853027,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.721221685409546,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.726759433746338,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.7321763038635254,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.737689971923828,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.743175983428955,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
0,para,2.746213912963867,0.0,0.0,-0.0,0.33802567126612665,0.22167211564687253,0.670299937748439
0,para,2.746452569961548,0.0,0.0,-0.0,0.33802567126612665,0.22167211564687253,0.670299937748439
0,para,2.746581554412842,0.0,0.0,-0.0,0.33802567126612665,0.22167211564687253,0.670299937748439
0,para,2.746957302093506,0.0,0.0,-0.0,0.33802567126612665,0.22167211564687253,0.670299937748439
0,para,2.747098684310913,0.0,0.0,-0.0,0.33802567126612665,0.22167211564687253,0.670299937748439
0,para,2.7474067211151123,0.0,0.0,-0.0,0.33802567126612665,0.22167211564687253,0.670299937748439
0,para,2.747526168823242,0.0,0.0,-0.0,0.33802567126612665,0.22167211564687253,0.670299937748439
0,para,2.7478177547454834,0.0,0.0,-0.0,0.33802567126612665,0.22167211564687253,0.670299937748439
0,para,2.747960329055786,0.0,0.0,-0.0,0.33802567126612665,0.22167211564687253,0.670299937748439
0,para,2.7482500076293945,0.0,0.0,-0.0,0.33802567126612665,0.22167211564687253,0.670299937748439
